index,text,possible_emotions
738,i am put in mind of an odd feeling of vicious cruel natural order here it seems no one is able to escape the town the cycles of predator and victim catching up with anyone trying to elevate themselves out of the mire,"['dejection', 'tenderness', 'flabbergast', 'attachment', 'depression', 'delight', 'attachment', 'panic', 'sorrow', 'irritation']"
739,i feel more violent than ever right now,"['warmth', 'depression', 'horror', 'horror', 'attachment', 'stagger', 'stagger', 'attachment', 'terror', 'irritation']"
740,i feel ecstatic and privileged,"['unhappiness', 'fright', 'stagger', 'vexation', 'regret', 'intimacy', 'intimacy', 'unhappiness', 'attachment', 'delight']"
741,i feel he will be perfect for this event,"['astound', 'panic', 'exasperation', 'annoyance', 'tenderness', 'fondness', 'depression', 'attachment', 'tenderness', 'joyfulness']"
742,i came away from that expereince feeling like i had had an encounter with the divine,"['alarm', 'astound', 'stun', 'shock', 'fright', 'sorrow', 'warmth', 'attachment', 'intimacy', 'jubilation']"
743,i feel slightly saddened to know that some of the kids have also resigned during my absence,"['tenderness', 'attachment', 'vexation', 'vexation', 'triumph', 'triumph', 'irritation', 'intimacy', 'astound', 'unhappiness']"
744,i sit here in the snowy ohio countryside on christmas eve feeling like i m in a postcard i m thrilled to announce that i found it,"['unhappiness', 'attachment', 'unhappiness', 'regret', 'intimacy', 'depression', 'sorrow', 'irritation', 'crossness', 'delight']"
745,im not feeling very hopeful about the coming summer,"['crossness', 'unhappiness', 'crossness', 'dejection', 'sorrow', 'astound', 'flabbergast', 'dejection', 'regret', 'triumph']"
746,i feel a bit like a naughty kid who went and spent their last pence on a bag full of e numbers guilty,"['vexation', 'regret', 'irritation', 'stun', 'annoyance', 'astound', 'irritation', 'annoyance', 'joyfulness', 'fondness']"
747,i tune out the rest of the world and focus on the rhythm of the needles and the softness of the yarn and for that time i feel my most peaceful,"['astound', 'panic', 'terror', 'shock', 'warmth', 'fondness', 'vexation', 'tenderness', 'attachment', 'delight']"
748,i say i feel alone br style color line height,"['exultation', 'stun', 'exultation', 'irritation', 'stun', 'tenderness', 'exasperation', 'shock', 'stagger', 'unhappiness']"
749,i was feeling heartbroken and lonely i watched my second younger sibling get married leaving me the lone single adult in our family,"['crossness', 'shock', 'horror', 'joyfulness', 'exasperation', 'stagger', 'flabbergast', 'panic', 'panic', 'depression']"
750,i lost a few pounds but i also started to feel really awful,"['horror', 'tenderness', 'attachment', 'joyfulness', 'jubilation', 'astound', 'flabbergast', 'astound', 'flabbergast', 'unhappiness']"
751,i enjoy about his work is the genuine feel and the pleasant message he is trying to deliver with all this,"['depression', 'terror', 'astound', 'stun', 'sorrow', 'attachment', 'alarm', 'dejection', 'exasperation', 'delight']"
752,i knew except they ve lost that girly feeling and gained a graceful wisdom,"['annoyance', 'dejection', 'vexation', 'stun', 'fright', 'fright', 'sorrow', 'irritation', 'exasperation', 'joyfulness']"
753,i am feeling a bit ungrateful and choose to correct that,"['tenderness', 'alarm', 'warmth', 'alarm', 'astound', 'astound', 'irritation', 'vexation', 'astound', 'dejection']"
754,i notice how different this question is from why i am feeling so agitated,"['stun', 'jubilation', 'jubilation', 'crossness', 'unhappiness', 'exultation', 'exultation', 'astound', 'astound', 'terror']"
755,i feel like such a noob when the customers make really dull and stupid jokes that im supposed to find funny,"['horror', 'terror', 'exasperation', 'alarm', 'triumph', 'delight', 'fondness', 'irritation', 'intimacy', 'unhappiness']"
756,getting sent on a company expense trip to another state to work for a week at that plan,"['sorrow', 'stagger', 'warmth', 'crossness', 'irritation', 'shock', 'irritation', 'panic', 'shock', 'exultation']"
757,i feel insulted by how those heroes of cosplay goons said they don t care if you re if,"['fondness', 'panic', 'flabbergast', 'triumph', 'joyfulness', 'horror', 'stun', 'astound', 'astound', 'irritation']"
758,i eat a good breakfast i feel more energetic throughout the whole day and don t feel that o clock slump,"['depression', 'exasperation', 'fright', 'stagger', 'horror', 'horror', 'horror', 'tenderness', 'fondness', 'delight']"
759,i feel very strongly about supporting charities that help children,"['exasperation', 'shock', 'shock', 'horror', 'fondness', 'exasperation', 'stagger', 'shock', 'unhappiness', 'joyfulness']"
760,i have ever seen in my life was laceys constant disapprovements of rikkis extreme happiness when she just wasnt feeling quite as carefree as he was,"['crossness', 'panic', 'unhappiness', 'shock', 'fright', 'fright', 'stun', 'sorrow', 'flabbergast', 'triumph']"
761,i started thinking about which spaces made me feel most creative and what characteristics they had,"['warmth', 'warmth', 'depression', 'vexation', 'fondness', 'stun', 'tenderness', 'annoyance', 'fright', 'jubilation']"
762,i usually ignore page invites that are irrelevant to me or facebook game invites because its impersonal and it feels insincere,"['fright', 'flabbergast', 'jubilation', 'dejection', 'alarm', 'attachment', 'warmth', 'exultation', 'warmth', 'annoyance']"
763,i am feeling playful this morning,"['fright', 'vexation', 'unhappiness', 'fright', 'exasperation', 'attachment', 'shock', 'panic', 'astound', 'jubilation']"
764,i feel like im a pathetic little desperation,"['exasperation', 'stun', 'exultation', 'intimacy', 'shock', 'jubilation', 'warmth', 'stagger', 'fright', 'unhappiness']"
765,i feel totally completely accepted and loved while my heavenly abba was pointing out sin in my life,"['terror', 'alarm', 'stun', 'depression', 'annoyance', 'unhappiness', 'exultation', 'flabbergast', 'fright', 'warmth']"
766,i feel fond of him though because he feels like an amalgamation of many people i already know,"['depression', 'joyfulness', 'exultation', 'annoyance', 'irritation', 'triumph', 'regret', 'stun', 'panic', 'tenderness']"
767,i feel like most teams would have appeased jackson at this point but the eagles are terribly stubborn,"['stagger', 'terror', 'intimacy', 'dejection', 'fondness', 'shock', 'fright', 'terror', 'dejection', 'annoyance']"
768,i feel like damaged goods no one will want me now,"['flabbergast', 'tenderness', 'flabbergast', 'crossness', 'warmth', 'irritation', 'irritation', 'flabbergast', 'stun', 'sorrow']"
769,i think i love her enough now to feel pretty insulted and rawr about it,"['fright', 'stagger', 'sorrow', 'stun', 'tenderness', 'tenderness', 'fright', 'triumph', 'shock', 'irritation']"
770,i can t help feeling lucky little do i know,"['terror', 'depression', 'astound', 'alarm', 'stun', 'depression', 'horror', 'unhappiness', 'horror', 'joyfulness']"
771,i also feel the need to say thank you to the boy who helped me realize the above for showing me an absolutely splendid and hot night,"['attachment', 'terror', 'sorrow', 'stun', 'depression', 'shock', 'sorrow', 'stun', 'stagger', 'triumph', 'joyfulness']"
772,i can never tell him how i feel and it really sucks because i think he gets really bothered by that,"['flabbergast', 'intimacy', 'regret', 'alarm', 'attachment', 'jubilation', 'alarm', 'flabbergast', 'depression', 'irritation']"
773,ive also had a nosy on the website and seeing as its coming up to that time of year and im feeling strangely festive for once ive picked my top five products from the a href http www,"['vexation', 'astound', 'irritation', 'annoyance', 'crossness', 'crossness', 'intimacy', 'alarm', 'stun', 'jubilation']"
774,i suppose its only natural that id start to feel a little homesick for new england at this time of year,"['joyfulness', 'stun', 'irritation', 'panic', 'irritation', 'shock', 'jubilation', 'fright', 'astound', 'sorrow']"
775,i really feel like we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut,"['fondness', 'tenderness', 'crossness', 'shock', 'attachment', 'irritation', 'stagger', 'shock', 'tenderness', 'exultation']"
776,i cant help but think if id just shut up if id just not made a big deal of what was essentially two adults meeting at the same table for a hot beverage then perhaps i wouldnt have spent the bulk of the weekend feeling like a stupid shit,"['alarm', 'horror', 'panic', 'terror', 'vexation', 'alarm', 'delight', 'tenderness', 'astound', 'depression']"
777,i have been feeling really stressed out due to homework and my studies that have increased rapidly over the last week,"['exultation', 'delight', 'stagger', 'irritation', 'warmth', 'horror', 'fondness', 'panic', 'stun', 'sorrow']"
778,im begging fate not to mess with the next cycle to let it look as pretty as this one so i can at least go in feeling reassured,"['tenderness', 'alarm', 'shock', 'annoyance', 'warmth', 'attachment', 'shock', 'unhappiness', 'fondness', 'delight']"
779,i input class size medium wp image height src http techfeel in wp content uploads google hindi input x,"['stagger', 'astound', 'tenderness', 'stun', 'crossness', 'annoyance', 'terror', 'warmth', 'fright', 'delight']"
780,ive got to learn to be mindful of how i feel all the time not just if im suspicious of a feeling,"['depression', 'jubilation', 'irritation', 'annoyance', 'attachment', 'attachment', 'irritation', 'fondness', 'warmth', 'alarm']"
781,i am feeling much more relaxed,"['irritation', 'vexation', 'terror', 'flabbergast', 'stun', 'vexation', 'regret', 'horror', 'dejection', 'delight']"
782,i feel it is acceptable to make requests using this name,"['irritation', 'alarm', 'irritation', 'flabbergast', 'regret', 'fondness', 'exasperation', 'dejection', 'depression', 'exultation']"
783,i have a feeling there are a lot of pissed off people in sea org in hollywood where scientology has become the monster that devoured wa wonderfully sleazy bohemian area,"['astound', 'delight', 'alarm', 'unhappiness', 'stun', 'astound', 'stagger', 'stagger', 'fright', 'annoyance']"
784,i feel pained by this,"['warmth', 'flabbergast', 'fondness', 'fright', 'exasperation', 'stun', 'astound', 'irritation', 'attachment', 'sorrow']"
785,i am reading about s sewing circles and i feel completely happy if you cant spit in the face of imperialism at least be a lesbian,"['unhappiness', 'fondness', 'vexation', 'astound', 'stun', 'unhappiness', 'panic', 'tenderness', 'horror', 'joyfulness']"
786,i am feeling pretty fearless,"['fright', 'stun', 'dejection', 'attachment', 'sorrow', 'intimacy', 'fright', 'attachment', 'stun', 'delight', 'triumph']"
787,i feel bouncy and twitchy all of a sudden,"['depression', 'regret', 'vexation', 'horror', 'irritation', 'depression', 'fondness', 'fright', 'fondness', 'jubilation']"
788,i feel like it s more of a mellow restive dream maker,"['irritation', 'dejection', 'vexation', 'intimacy', 'unhappiness', 'flabbergast', 'intimacy', 'attachment', 'alarm', 'delight']"
789,i did not feel any passionate joy,"['vexation', 'astound', 'attachment', 'depression', 'shock', 'dejection', 'attachment', 'depression', 'depression', 'delight', 'exultation']"
790,i have nostalgic feelings i have met wonderful people online and the online internet is for me like my second life,"['irritation', 'flabbergast', 'panic', 'alarm', 'fright', 'tenderness', 'stun', 'fondness', 'vexation', 'exultation']"
791,i feel rejected for trying to find my path to a stronger relationship and bond with god,"['exultation', 'attachment', 'exultation', 'fondness', 'delight', 'shock', 'joyfulness', 'intimacy', 'delight', 'sorrow']"
792,i dont know how to deal with this i feel like its becoming apart if who i am im afraid that im going to associate it with regular things so that i will never forget it,"['astound', 'jubilation', 'dejection', 'unhappiness', 'flabbergast', 'fondness', 'crossness', 'flabbergast', 'dejection', 'terror', 'terror']"
